pdb_id,pdb_class
1ms6,protease
1ms7,other
1msm,protease
1msn,protease
1mto,kinase
1mtr,protease
1mu6,hydrolase
1mu8,protease
1mue,hydrolase
1mui,protease
1mv0,other
1mwn,immune/signaling
1mwt,protease
1mx1,hydrolase
1mxl,transport/binding
1mxo,hydrolase
1mxu,other
1my2,other
1my3,other
1my4,other
1my8,hydrolase
1mzc,transferase
1mzs,transferase
1n0s,transport/binding
1n0t,other
1n1g,oxidoreductase
1n1t,hydrolase
1n1v,hydrolase
1n3i,transferase
1n3w,transport/binding
1n3z,hydrolase
1n43,transport/binding
1n46,other
1n4h,nuclear receptor
1n4k,other
1n4m,other
1n51,protease
1n5r,hydrolase
1n5z,other
1n7i,transferase
1n7j,transferase
1n7m,immune/signaling
1n7t,immune/signaling
1n8u,transport/binding
1n8v,transport/binding
1n94,transferase
1n95,transferase
1n9a,transferase
1n9m,transport/binding
1nax,nuclear receptor
1nc6,hydrolase
1nd5,hydrolase
1nde,nuclear receptor
1ndj,transport/binding
1ndv,hydrolase
1ndw,hydrolase
1ndy,hydrolase
1ndz,hydrolase
1nf8,hydrolase
1nfs,isomerase
1nfu,hydrolase
1nfw,hydrolase
1nfx,hydrolase
1nfy,hydrolase
1ngw,immune/signaling
1nh0,protease
1nhg,oxidoreductase
1nhu,transferase
1nhv,transferase
1nhw,oxidoreductase
1nhx,lyase
1nhz,nuclear receptor
1ni1,transferase
1nj1,ligase
1nj5,ligase
1nja,transferase
1njb,transferase
1njc,transferase
1njd,transferase
1nje,transferase
1njf,transferase
1njj,lyase
1njs,transferase
1njt,protease
1nju,protease
1nki,transferase
1nkm,protease
1nl4,transferase
1nl6,protease
1nl9,hydrolase
1nli,hydrolase
1nlj,protease
1nlo,transferase
1nlp,transferase
1nlt,immune/signaling
1nm6,hydrolase
1nmk,isomerase
1nms,hydrolase
1nnb,hydrolase
1nnk,other
1nnu,oxidoreductase
1nny,hydrolase
1no6,hydrolase
1no9,protease
1noi,transferase
1noj,transferase
1nok,transferase
1nox,oxidoreductase
1np0,hydrolase
1npa,protease
1npv,protease
1npw,protease
1npz,protease
1nq0,nuclear receptor
1nq7,nuclear receptor
1nqc,protease
1nt1,hydrolase
1ntk,oxidoreductase
1ntv,immune/signaling
1nu1,protease
1nu3,hydrolase
1nu8,protease
1nvr,kinase
1nvs,kinase
1nw4,transferase
1nw5,transferase
1nw7,transferase
1nwl,hydrolase
1nxy,hydrolase
1ny0,hydrolase
1ny2,protease
1nym,hydrolase
1nyx,nuclear receptor
1nyy,hydrolase
1nz7,hydrolase
1nzl,transferase
1nzq,protease
1nzv,transferase
1o0d,hydrolase
1o0f,hydrolase
1o0m,hydrolase
1o0n,hydrolase
1o0o,hydrolase
1o1s,transferase
1o2g,kinase
1o2h,kinase
1o2j,kinase
1o2k,kinase
1o2n,kinase
1o2o,kinase
1o2p,kinase
1o2q,kinase
1o2r,kinase
1o2s,kinase
1o2t,kinase
1o2u,kinase
1o2v,kinase
1o2w,kinase
1o2x,kinase
1o2y,kinase
1o2z,kinase
1o30,kinase
1o32,kinase
1o33,kinase
1o34,kinase
1o35,kinase
1o36,kinase
1o37,kinase
1o38,kinase
1o39,kinase
1o3b,kinase
1o3c,kinase
1o3d,kinase
1o3e,kinase
1o3g,kinase
1o3h,kinase
1o3i,kinase
1o3j,kinase
1o3k,kinase
1o3l,kinase
1o3p,kinase
1o41,immune/signaling
1o42,immune/signaling
1o43,immune/signaling
1o44,immune/signaling
1o45,immune/signaling
1o46,immune/signaling
1o47,immune/signaling
1o48,immune/signaling
1o49,immune/signaling
1o4a,immune/signaling
1o4b,immune/signaling
1o4d,immune/signaling
1o4e,immune/signaling
1o4f,immune/signaling
1o4g,immune/signaling
1o4h,immune/signaling
1o4i,immune/signaling
1o4j,immune/signaling
1o4k,immune/signaling
1o4l,immune/signaling
1o4m,immune/signaling
1o4n,immune/signaling
1o4o,immune/signaling
1o4p,immune/signaling
1o4q,immune/signaling
1o4r,immune/signaling
1o5a,protease
1o5c,protease
1o5e,protease
1o5f,protease
1o5g,protease
1o5m,kinase
1o5p,other
1o5r,hydrolase
1o6h,isomerase
1o6i,protease
1o6q,isomerase
1o6r,isomerase
1o79,isomerase
1o7o,transferase
1o86,protease
1o8b,isomerase
1o9d,transport/binding
1o9e,transport/binding
1o9k,other
1oai,other
1oar,immune/signaling
1oau,immune/signaling
1oay,immune/signaling
1oba,hydrolase
1obx,other
1ocn,hydrolase
1ocq,hydrolase
1od8,hydrolase
1odi,transferase
1odj,transferase
1ody,protease
1oe0,kinase
1oe7,transferase
1oe8,transferase
1oeb,transport/binding
1ofz,transport/binding
1ogd,other
1ogg,hydrolase
1ogu,kinase
1ogx,isomerase
1ogz,isomerase
1oh4,hydrolase
1ohr,protease
1oi9,kinase
1oif,hydrolase
1oim,hydrolase
1oiq,kinase
1oir,kinase
1oit,kinase
1oiu,kinase
1oiy,kinase
1oj5,other
1ok7,transferase
1okl,lyase
1oko,transport/binding
1okv,kinase
1okw,kinase
1okx,protease
1oky,kinase
1okz,kinase
1ol1,kinase
1ol2,kinase
1ols,oxidoreductase
1olu,oxidoreductase
1olx,oxidoreductase
1om1,transferase
1om2,oxidoreductase
1om9,immune/signaling
1ong,hydrolase
1onh,hydrolase
1onp,oxidoreductase
1ony,hydrolase
1onz,hydrolase
1opi,transport/binding
1oq5,lyase
1oqp,transport/binding
1ork,other
1orw,protease
1os5,transferase
1osg,immune/signaling
1oss,protease
1osv,nuclear receptor
1oth,transferase
1ouk,kinase
1ouy,kinase
1ov3,oxidoreductase
1ove,kinase
1ow4,transport/binding
1ow6,kinase
1ow7,kinase
1ow8,kinase
1owd,kinase
1owe,kinase
1owi,kinase
1owj,kinase
1owk,kinase
1ox9,hydrolase
1oxg,hydrolase
1oxn,other
1oxq,other
1oxr,hydrolase
1oy7,other
1oyn,hydrolase
1oyq,protease
1oz0,transferase
1ozv,transferase
1p01,protease
1p02,protease
1p03,protease
1p04,protease
1p05,protease
1p06,protease
1p0y,transferase
1p10,protease
1p17,transferase
1p19,transferase
1p1o,other
1p28,transport/binding
1p2a,kinase
1p2g,transferase
1p4r,transferase
1p4u,transport/binding
1p57,protease
1p5e,kinase
1p6d,hydrolase
1p6e,hydrolase
1p7m,hydrolase
1p93,nuclear receptor
1pa9,hydrolase
1pau,protease
1pb8,transport/binding
1pb9,transport/binding
1pbk,isomerase
1pbq,transport/binding
1pcg,other
1pdq,immune/signaling
1pdz,lyase
1pf7,transferase
1pf8,kinase
1pfu,ligase
1pfy,ligase
1pg2,ligase
1pgp,oxidoreductase
1ph0,hydrolase
1phw,transferase
1pi4,hydrolase
1pi5,hydrolase
1pig,transferase
1pip,protease
1pk0,lyase
1pkx,transferase
1pl0,transferase
1pme,kinase
1pmn,kinase
1pmu,kinase
1pmv,kinase
1pmx,other
1pop,protease
1pot,transport/binding
1ppc,protease
1pph,protease
1ppi,hydrolase
1ppk,protease
1ppl,protease
1ppm,protease
1ppw,isomerase
1ppx,hydrolase
1pq3,hydrolase
1pq6,other
1pqc,other
1pr1,transferase
1pr5,transferase
1prl,other
1prm,other
1pro,protease
1pu7,hydrolase
1pu8,hydrolase
1pum,transport/binding
1pun,hydrolase
1puq,hydrolase
1pus,hydrolase
1pvn,oxidoreductase
1pw6,immune/signaling
1pwp,hydrolase
1pwq,hydrolase
1pwu,protease
1pwy,transferase
1px4,hydrolase
1pxh,hydrolase
1pxi,kinase
1pxj,kinase
1pxk,kinase
1pxl,kinase
1pxm,kinase
1pxo,kinase
1pxp,kinase
1py1,other
1py2,immune/signaling
1py5,kinase
1pye,kinase
1pyg,other
1pyn,hydrolase
1pyw,immune/signaling
1pz5,immune/signaling
1pzi,other
1pzj,other
1pzo,hydrolase
1pzp,hydrolase
1q0b,other
1q1g,transferase
1q1m,hydrolase
1q1y,hydrolase
1q3d,kinase
1q3w,kinase
1q41,kinase
1q4k,transferase
1q4l,kinase
1q4w,transferase
1q4x,nuclear receptor
1q54,isomerase
1q5k,kinase
1q5l,immune/signaling
1q63,transferase
1q65,transferase
1q66,transferase
1q6j,hydrolase
1q6k,hydrolase
1q6m,hydrolase
1q6n,hydrolase
1q6p,hydrolase
1q6s,hydrolase
1q6t,hydrolase
1q72,immune/signaling
1q7a,hydrolase
1q83,hydrolase
1q84,hydrolase
1q8w,kinase
1q91,hydrolase
1q95,transferase
1q9d,hydrolase
1q9m,hydrolase
1qan,transferase
1qaq,transferase
1qaw,transport/binding
1qb1,protease
1qb6,protease
1qb9,protease
1qbn,protease
1qbo,protease
1qbq,transferase
1qbr,protease
1qbs,protease
1qbt,protease
1qbu,protease
1qbv,protease
1qca,transferase
1qcp,protease
1qf0,protease
1qf2,protease
1qf4,ligase
1qf5,ligase
1qfs,protease
1qft,transport/binding
1qhc,hydrolase
1qhr,protease
1qin,lyase
1qiw,transport/binding
1qj1,protease
1qj6,protease
1qj7,protease
1qji,protease
1qk3,transferase
1qk4,transferase
1qka,transport/binding
1qkb,transport/binding
1qkn,nuclear receptor
1qku,nuclear receptor
1ql7,protease
1ql9,protease
1qm4,transferase
1qm5,transferase
1qng,isomerase
1qnh,isomerase
1qon,other
1qpb,lyase
1qpe,kinase
1qpl,isomerase
1qq9,protease
1qr3,protease
1qs4,protease
1qsc,immune/signaling
1qti,hydrolase
1qtn,protease
1qvt,transport/binding
1qvu,transport/binding
1qw7,hydrolase
1qwe,other
1qwf,other
1qwu,hydrolase
1qx1,hydrolase
1qxk,hydrolase
1qxl,hydrolase
1qxw,hydrolase
1qxy,protease
1qxz,protease
1qy1,transport/binding
1qy2,transport/binding
1qyg,immune/signaling
1r0p,kinase
1r0x,transport/binding
1r10,transport/binding
1r17,other
1r1h,protease
1r1i,hydrolase
1r1j,protease
1r2b,other
1r4w,transferase
1r58,hydrolase
1r5g,hydrolase
1r5h,hydrolase
1r5n,other
1r5v,immune/signaling
1r5w,immune/signaling
1r6g,nuclear receptor
1r6n,other
1r6z,other
1r78,kinase
1r9l,transport/binding
1rbo,lyase
1rbp,transport/binding
1rd4,immune/signaling
1rdi,transport/binding
1rdj,transport/binding
1rdl,transport/binding
1rdn,transport/binding
1rdt,nuclear receptor
1re1,protease
1re8,kinase
1rej,kinase
1rek,kinase
1rev,protease
1rgj,other
1rgk,hydrolase
1rgl,hydrolase
1rhj,protease
1rhk,protease
1rhm,protease
1rhq,protease
1rhr,protease
1rhu,protease
1rin,other
1riw,protease
1rjk,nuclear receptor
1rlp,other
1rlq,other
1rm8,protease
1rmz,protease
1rne,protease
1rnm,hydrolase
1rnt,hydrolase
1ro6,hydrolase
1ro7,transferase
1ros,hydrolase
1rp7,oxidoreductase
1rpa,hydrolase
1rpf,hydrolase
1rpj,transport/binding
1rq2,immune/signaling
1rql,hydrolase
1rr6,transferase
1rri,lyase
1rrw,lyase
1rry,lyase
1rs2,lyase
1rs4,lyase
1rsd,lyase
1rsi,lyase
1rst,other
1rt1,transferase
1rt2,transferase
1rt9,transferase
1rtf,protease
1rth,transferase
1rti,transferase
1rtl,protease
1ru1,kinase
1ru2,kinase
1rv1,ligase
1rw8,kinase
1rwq,protease
1rww,hydrolase
1rwx,hydrolase
1rxp,protease
1ryf,hydrolase
1ryh,hydrolase
1rzx,other
1s17,hydrolase
1s19,nuclear receptor
1s26,lyase
1s39,transferase
1s3k,immune/signaling
1s4d,transferase
1s50,other
1s5q,other
1s5z,kinase
1s63,transferase
1s64,transferase
1s89,transferase
1s9t,other
1s9v,immune/signaling
1sb1,protease
1sbg,protease
1sbr,transport/binding
1sc8,kinase
1sdt,protease
1sdu,protease
1sdv,protease
1sfi,protease
1sgu,protease
1sh9,protease
1shd,transferase
1siv,protease
1sj0,nuclear receptor
1sje,immune/signaling
1sjh,immune/signaling
1skj,kinase
1sl3,hydrolase
1sld,transport/binding
1sle,transport/binding
1slg,transport/binding
1sm2,kinase
1sm3,other
1sme,protease
1snk,hydrolase
1so2,hydrolase
1soj,hydrolase
1sps,transferase
1sqb,oxidoreductase
1sqc,isomerase
1sqi,other
1sqn,nuclear receptor
1sqo,kinase
1sqp,oxidoreductase
1sqq,oxidoreductase
1sqt,kinase
1sr7,nuclear receptor
1sre,transport/binding
1srg,transport/binding
1sri,transport/binding
1ssq,transferase
1stc,kinase
1std,lyase
1stp,transport/binding
1str,other
1sts,other
1sv3,hydrolase
1sve,kinase
1svg,kinase
1svh,kinase
1sw1,other
1sw2,other
1swg,transport/binding
1swi,other
1swk,transport/binding
1swn,transport/binding
1swp,transport/binding
1swr,transport/binding
1syh,other
1syo,transport/binding
1sz0,transport/binding
1szd,other
1szm,kinase
1t08,other
1t13,transferase
1t1r,oxidoreductase
1t1s,oxidoreductase
1t29,immune/signaling
1t2v,other
1t31,protease
1t32,protease
1t37,hydrolase
1t3t,ligase
1t46,kinase
1t48,hydrolase
1t49,hydrolase
1t4e,ligase
1t4j,hydrolase
1t4s,hydrolase
1t4v,protease
1t5a,kinase
1t5f,hydrolase
1t69,hydrolase
1t79,nuclear receptor
1t7d,protease
1t7f,nuclear receptor
1t7j,protease
1t7r,nuclear receptor
1ta2,protease
1ta6,protease
1tbz,protease
1tc1,transferase
1tcw,protease
1tcx,protease
1td7,hydrolase
1tet,other
1tfq,other
1tft,other
1tfz,oxidoreductase
1tg5,oxidoreductase
1thl,protease
1thr,protease
1ths,protease
1thz,transferase
1tjp,transferase
1tka,transferase
1tkb,transferase
1tkc,transferase
1tkt,transferase
1tkx,transferase
1tkz,transferase
1tl1,transferase
1tl3,transferase
1tl7,lyase
1tl9,protease
1tlo,protease
1tmb,protease
1tmm,kinase
1tmn,protease
1tng,protease
1tnh,protease
1tni,protease
1tnj,protease
1tnk,protease
1tnl,protease
1tog,transferase
1toi,transferase
1toj,transferase
1tok,transferase
1tom,protease
1tou,transport/binding
1tow,transport/binding
1tps,protease
1tpw,oxidoreductase
1tpz,immune/signaling
1tq4,immune/signaling
1tqf,protease
1tr7,other
1trd,oxidoreductase
1tsi,oxidoreductase
1tsl,transferase
1tsm,transferase
1tsv,transferase
1tsy,transferase
1tt1,other
1ttm,lyase
1ttv,ligase
1tu6,protease
1tuf,lyase
1tv6,transferase
1tve,oxidoreductase
1tvo,kinase
1tvr,protease
1tx7,hydrolase
1txr,protease
1tyn,protease
1tyr,nuclear receptor
1tys,transferase
1tze,other
1u0g,isomerase
1u0h,lyase
1u1w,isomerase
1u2r,other
1u2y,hydrolase
1u32,hydrolase
1u3q,nuclear receptor
1u3r,nuclear receptor
1u3s,nuclear receptor
1u59,kinase
1u65,hydrolase
1u6q,kinase
1u71,oxidoreductase
1u8t,immune/signaling
1u9e,nuclear receptor
1u9l,transport/binding
1u9q,protease
1u9v,protease
1u9w,protease
1u9x,protease
1ua4,kinase
1ucn,kinase
1udt,hydrolase
1udu,hydrolase
1uef,transferase
1ugp,lyase
1ugw,transport/binding
1ugx,transport/binding
1ugy,transport/binding
1uh1,transport/binding
1uho,hydrolase
1ui0,hydrolase
1uj0,immune/signaling
1uj5,isomerase
1uj6,isomerase
1ujj,hydrolase
1ujk,hydrolase
1uk0,transferase
1uk1,transferase
1ukh,transferase
1ukt,transferase
1ule,transport/binding
1ulg,transport/binding
1uml,hydrolase
1umw,kinase
1ung,kinase
1unh,other
1unl,kinase
1uod,kinase
1uom,nuclear receptor
1uou,transferase
1upf,transferase
1upk,transferase
1ur9,hydrolase
1urc,transferase
1urg,transport/binding
1urw,kinase
1usi,transport/binding
1usk,transport/binding
1usn,protease
1utc,other
1uti,kinase
1utj,hydrolase
1utl,hydrolase
1utm,hydrolase
1utn,hydrolase
1utp,hydrolase
1utr,hydrolase
1utt,protease
1utz,protease
1uu3,kinase
1uu7,kinase
1uu8,kinase
1uu9,kinase
1uv5,kinase
1uv6,transport/binding
1uvr,kinase
1uvs,protease
1uvt,protease
1uvu,protease
1uw6,transport/binding
1uwb,protease
1uwf,other
1uwh,transferase
1uwt,hydrolase
1uwu,hydrolase
1ux7,hydrolase
1uxa,immune/signaling
1uxb,immune/signaling
1uy6,immune/signaling
1uy7,immune/signaling
1uy8,immune/signaling
1uy9,immune/signaling
1uyc,immune/signaling
1uyd,immune/signaling
1uye,immune/signaling
1uyf,immune/signaling
1uyg,immune/signaling
1uyh,immune/signaling
1uyi,immune/signaling
1uyk,immune/signaling
1uym,immune/signaling
1uys,transferase
1uz1,hydrolase
1uz4,hydrolase
1uz8,immune/signaling
1uze,protease
1v0k,hydrolase
1v0l,hydrolase
1v0m,hydrolase
1v0n,hydrolase
1v0o,kinase
1v0p,kinase
1v11,oxidoreductase
1v16,oxidoreductase
1v1j,lyase
1v1k,kinase
1v1m,oxidoreductase
1v2h,transferase
1v2j,protease
1v2k,protease
1v2l,protease
1v2m,protease
1v2n,protease
1v2o,protease
1v2p,protease
1v2q,protease
1v2r,protease
1v2s,protease
1v2t,protease
1v2u,protease
1v2v,protease
1v2w,protease
1v3x,protease
1v41,transferase
1v48,transferase
1v79,hydrolase
1v7a,hydrolase
1vcj,hydrolase
1vcu,hydrolase
1vea,transport/binding
1veb,kinase
1vfn,transferase
1vgc,protease
1vij,protease
1vik,protease
1vj5,hydrolase
1vj6,hydrolase
1vj9,kinase
1vja,kinase
1vjb,other
1vjc,transferase
1vjd,transferase
1vjy,kinase
1vkj,transferase
1vot,hydrolase
1vr1,hydrolase
1vrt,transferase
1vru,transferase
1vsn,hydrolase
1vwf,transport/binding
1vwl,transport/binding
1vwn,transport/binding
1vyf,transport/binding
1vyg,transport/binding
1vyj,transport/binding
1vyq,hydrolase
1vyw,kinase
1vyz,kinase
1vzq,protease
1w0x,kinase
1w0y,protease
1w0z,kinase
1w10,kinase
1w11,kinase
1w12,kinase
1w13,kinase
1w14,kinase
1w1d,kinase
1w1g,kinase
1w1p,hydrolase
1w1t,hydrolase
1w1v,hydrolase
1w1y,hydrolase
1w22,hydrolase
1w25,immune/signaling
1w2g,kinase
1w2h,kinase
1w2k,protease
1w2x,transferase
1w31,lyase
1w3j,hydrolase
1w4l,hydrolase
1w4p,hydrolase
1w4q,hydrolase
1w51,protease
1w5v,protease
1w5w,protease
1w5x,protease
1w5y,protease
1w6h,protease
1w6j,isomerase
1w6r,hydrolase
1w6y,isomerase
1w70,oxidoreductase
1w76,hydrolase
1w7g,protease
1w7h,kinase
1w7x,protease
1w80,other
1w82,kinase
1w83,kinase
1w84,kinase
1w8l,isomerase
1w8m,isomerase
1w96,ligase
1w9u,protease
1w9v,protease
1waw,protease
1wax,hydrolase
1way,protease
1wb0,protease
1wbg,protease
1wbn,kinase
1wbo,kinase
1wbs,kinase
1wbt,kinase
1wbv,kinase
1wbw,kinase
1wc6,lyase
1wcc,kinase
1wcq,hydrolase
1wdn,transport/binding
1wdq,hydrolase
1wdr,hydrolase
1wdy,hydrolase
1we2,kinase
1wht,protease
1wkm,protease
1wm1,protease
1wn6,hydrolase
1wok,transferase
1wqv,protease
1ws1,hydrolase
1ws4,transport/binding
1ws5,transport/binding
1wss,protease
1wtg,protease
1wu1,protease
1wug,transferase
1wum,transferase
1wun,protease
1wv7,protease
1wva,hydrolase
1wvc,transferase
1wvj,other
1wxz,hydrolase
1wzy,kinase
1x07,transferase
1x0n,transport/binding
1x11,other
1x1z,lyase
1x38,hydrolase
1x39,hydrolase
1x6u,transferase
1x70,protease
1x76,nuclear receptor
1x78,nuclear receptor
1x7a,hydrolase
1x7b,nuclear receptor
1x7e,nuclear receptor
1x7q,immune/signaling
1x7r,nuclear receptor
1x81,transferase
1x8b,kinase
1x8d,other
1x8j,transferase
1x8r,transferase
1x8s,other
1x8t,transferase
1x9d,hydrolase
1xa5,transport/binding
1xap,nuclear receptor
1xb7,other
1xbb,kinase
1xbc,kinase
1xbo,hydrolase
1xdd,immune/signaling
1xdg,immune/signaling
1xff,transferase
1xfv,lyase
1xge,hydrolase
1xgi,hydrolase
1xgj,hydrolase
1xh3,immune/signaling
1xh4,kinase
1xh5,kinase
1xh6,kinase
1xh7,kinase
1xh8,kinase
1xh9,kinase
1xhm,immune/signaling
1xhy,other
1xjd,kinase
1xk5,transport/binding
1xk9,transferase
1xka,protease
1xkk,kinase
1xlx,hydrolase
1xlz,hydrolase
1xm4,hydrolase
1xm6,hydrolase
1xmu,hydrolase
1xmy,hydrolase
1xn0,hydrolase
1xn2,protease
1xn3,protease
1xnx,nuclear receptor
1xnz,protease
1xo2,kinase
1xoe,hydrolase
1xog,hydrolase
1xom,hydrolase
1xon,hydrolase
1xoq,hydrolase
1xor,hydrolase
1xos,hydrolase
1xot,hydrolase
1xow,nuclear receptor
1xoz,hydrolase
1xp0,hydrolase
1xp1,nuclear receptor
1xp6,nuclear receptor
1xp9,nuclear receptor
1xpc,nuclear receptor
1xpz,lyase
1xq0,lyase
1xqc,other
1xr8,immune/signaling
1xr9,ligase
1xs7,protease
1xsc,hydrolase
1xt3,other
1xt8,transport/binding
1xuc,protease
1xud,protease
1xug,protease
1xuo,immune/signaling
1xur,protease
1xws,kinase
1xxe,hydrolase
1xxh,transferase
1xxi,transferase
1xz8,transferase
1xzx,nuclear receptor
1y0l,immune/signaling
1y0x,nuclear receptor
1y19,kinase
1y1m,transport/binding
1y1z,transport/binding
1y20,transport/binding
1y2a,other
1y2b,hydrolase
1y2c,hydrolase
1y2d,hydrolase
1y2e,hydrolase
1y2f,other
1y2g,other
1y2h,hydrolase
1y2j,hydrolase
1y2k,hydrolase
1y3a,immune/signaling
1y3g,protease
1y3n,transport/binding
1y3p,transport/binding
1y3v,hydrolase
1y3w,hydrolase
1y3x,hydrolase
1y3y,hydrolase
1y4z,oxidoreductase
1y57,kinase
1y6a,transferase
1y6b,transferase
1y6q,hydrolase
1y8o,kinase
1y8p,kinase
1y91,kinase
1y98,other
1ya4,hydrolase
1ybg,kinase
1ybo,immune/signaling
1yc4,other
1yc5,hydrolase
1yci,oxidoreductase
1ycm,protease
1yda,lyase
1ydb,lyase
1ydd,lyase
1ydk,transferase
1yds,kinase
1yei,immune/signaling
1yej,immune/signaling
1yet,immune/signaling
1yfz,transferase
1yhm,transferase
1yhs,kinase
1yi3,kinase
1yid,ligase
1yk7,protease
1ykp,oxidoreductase
1ykr,kinase
1ylv,lyase
1yly,hydrolase
1ym1,hydrolase
1ym2,protease
1ym4,protease
1yms,hydrolase
1ymx,hydrolase
1ynd,isomerase
1yon,oxidoreductase
1you,protease
1yp9,hydrolase
1ype,hydrolase
1ypg,hydrolase
1ypj,hydrolase
1yq7,transferase
1yqj,transferase
1yqy,hydrolase
1yrs,other
1ysg,other
1ysi,other
1yt7,protease
1yt9,protease
1yvf,transferase
1yvh,ligase
1yvm,protease
1yvx,transferase
1yvz,transferase
1yw2,kinase
1yw7,hydrolase
1yw8,hydrolase
1ywh,kinase
1ywi,immune/signaling
1ywr,kinase
1yxd,transferase
1yy4,nuclear receptor
1yy6,hydrolase
1yye,nuclear receptor
1yyr,transferase
1yys,transferase
1yyy,protease
1yz3,transferase
1z1h,protease
1z1r,protease
1z2b,other
1z34,transferase
1z3c,transferase
1z3j,hydrolase
1z3t,hydrolase
1z3v,hydrolase
1z4n,isomerase
1z4o,isomerase
1z4u,transferase
1z5m,kinase
1z6d,hydrolase
1z6f,protease
1z6j,protease
1z6p,transferase
1z6q,transferase
1z6s,hydrolase
1z71,protease
1z9h,transferase
1z9y,lyase
1zaf,nuclear receptor
1zaj,lyase
1zc9,lyase
1zd2,hydrolase
1zd3,hydrolase
1zd4,hydrolase
1zd5,hydrolase
1zdp,protease
1ze8,lyase
1zeo,nuclear receptor
1zfk,lyase
1zfp,transport/binding
1zfq,lyase
1zgb,hydrolase
1zge,lyase
1zgi,protease
1zgv,protease
1zh7,nuclear receptor
1zhk,immune/signaling
1zhl,immune/signaling
1zhy,transport/binding
1zkk,transferase
1zkl,hydrolase
1zkn,hydrolase
1zky,nuclear receptor
1zm6,hydrolase
1zm7,kinase
1zoe,kinase
1zog,kinase
1zoh,kinase
1zom,hydrolase
1zp5,hydrolase
1zp8,protease
1zpa,protease
1zpb,hydrolase
1zpc,hydrolase
1zrz,kinase
1zs0,hydrolase
1zsb,lyase
1zsf,protease
1zsh,immune/signaling
1zsr,protease
1ztq,protease
1zub,other
1zuc,other
1zvx,hydrolase
1zxc,protease
1zxv,protease
1zyj,kinase
1zyr,transferase
1zz1,hydrolase
1zz2,kinase
1zz3,hydrolase
1zzl,kinase
1zzz,protease
220l,hydrolase
223l,hydrolase
2a0c,kinase
2a0t,transferase
2a14,transferase
2a25,ligase
2a29,hydrolase
2a2g,transport/binding
2a2x,protease
2a3a,hydrolase
2a3b,hydrolase
2a3c,hydrolase
2a3i,transferase
2a3w,transport/binding
2a3x,transport/binding
2a4g,protease
2a4l,kinase
2a4m,ligase
2a4q,protease
2a4r,protease
2a4w,transport/binding
2a4z,transferase
2a58,transferase
2a5b,other
2a5c,other
2a5s,other
2a5u,transferase
2a8g,other
2a8h,protease
2aa6,nuclear receptor
2aa9,transferase
2aac,other
2aay,transferase
2ad5,ligase
2ada,hydrolase
2adm,transferase
2adu,protease
2aeb,protease
2aei,protease
2ael,transferase
2aez,hydrolase
2afw,transferase
2afx,transferase
2agv,protease
2ai7,hydrolase
2ai8,hydrolase
2aia,hydrolase
2aie,hydrolase
2aig,protease
2aj8,protease
2ajb,protease
2ajd,protease
2ajl,protease
2alv,protease
2am1,ligase
2am2,ligase
2am4,transferase
2am9,nuclear receptor
2ama,nuclear receptor
2amt,transferase
2amv,transferase
2an5,transferase
2ank,protease
2anl,protease
2anm,other
2ans,transport/binding
